state,county,ALAND,pop
Louisiana,Webster Parish,1536337101,39631.0
Louisiana,West Baton Rouge Parish,498293887,25860.0
Louisiana,West Carroll Parish,931478638,11180.0
Louisiana,West Feliciana Parish,1044589938,15377.0
Louisiana,Winn Parish,2460711980,14494.0
Maine,Androscoggin County,1211956216,107444.0
Maine,Aroostook County,17278475337,68269.0
Maine,Cumberland County,2164439627,290944.0
Maine,Franklin County,4395259492,30019.0
Maine,Hancock County,4110632352,54541.0
Maine,Kennebec County,2246734964,121545.0
Maine,Knox County,945684684,39823.0
Maine,Lincoln County,1180688991,34067.0
Maine,Oxford County,5379210748,57325.0
Maine,Penobscot County,8798688537,151748.0
Maine,Piscataquis County,10259018201,16887.0
Maine,Sagadahoc County,657782155,35277.0
Maine,Somerset County,10164033097,50710.0
Maine,Waldo County,1890615342,39418.0
Maine,Washington County,6637392589,31694.0
Maine,York County,2566813705,203102.0
Maryland,Allegany County,1093457887,71977.0
Maryland,Anne Arundel County,1074287145,567696.0
Maryland,Baltimore County,1549739465,827625.0
Maryland,Calvert County,552162128,91082.0
Maryland,Caroline County,827350253,32875.0
Maryland,Carroll County,1159345029,167522.0
Maryland,Cecil County,896857465,102517.0
Maryland,Charles County,1185699267,157671.0
Maryland,Dorchester County,1400550674,32261.0
Maryland,Frederick County,1710605951,248472.0
Maryland,Garrett County,1681102438,29376.0
Maryland,Harford County,1132134727,251025.0
Maryland,Howard County,649943913,315327.0
Maryland,Kent County,717516440,19593.0
Maryland,Montgomery County,1277059775,1040133.0
Maryland,Prince George's County,1250061702,906202.0
Maryland,Queen Anne's County,962655539,49355.0
Maryland,St. Mary's County,928997941,111531.0
Maryland,Somerset County,828145301,25737.0
Maryland,Talbot County,695563206,37211.0
Maryland,Washington County,1185611711,149811.0
Maryland,Wicomico County,969741260,102172.0
Maryland,Worcester County,1212861863,51564.0
Maryland,Baltimore city,209649200,614700.0
Massachusetts,Barnstable County,1021048430,213690.0
Massachusetts,Berkshire County,2400595902,127328.0
Massachusetts,Bristol County,1432536921,558905.0
Massachusetts,Dukes County,267300554,17313.0
Massachusetts,Essex County,1275502663,781024.0
Massachusetts,Franklin County,1810978987,70935.0
Massachusetts,Hampden County,1597996708,469116.0
Massachusetts,Hampshire County,1365526541,161159.0
Massachusetts,Middlesex County,2118197013,1595192.0
Massachusetts,Nantucket County,119489563,11101.0
Massachusetts,Norfolk County,1025886743,698249.0
Massachusetts,Plymouth County,1706646158,512135.0
Massachusetts,Suffolk County,150855103,791766.0
Massachusetts,Worcester County,3912564078,822280.0
Michigan,Alcona County,1747349262,10364.0
Michigan,Alger County,2369925450,9194.0
Michigan,Allegan County,2137385001,115250.0
Michigan,Alpena County,1481123844,28612.0
Michigan,Antrim County,1231999038,23177.0
Michigan,Arenac County,940624056,15165.0
Michigan,Baraga County,2326913893,8507.0
Michigan,Barry County,1432508482,60057.0
Michigan,Bay County,1145397300,104786.0
Michigan,Benzie County,828014438,17552.0
Michigan,Berrien County,1470535560,154807.0
Michigan,Branch County,1311604220,43584.0
Michigan,Calhoun County,1829198158,134473.0
Michigan,Cass County,1269367168,51460.0
Michigan,Charlevoix County,1078288789,26219.0
Michigan,Cheboygan County,1852551605,25458.0
Michigan,Chippewa County,4036515588,37834.0
Michigan,Clare County,1461700230,30616.0
Michigan,Clinton County,1467017476,77896.0
Michigan,Crawford County,1441075564,13836.0
Michigan,Delta County,3033137838,36190.0
Michigan,Dickinson County,1970845136,25570.0
Michigan,Eaton County,1489766542,109155.0
Michigan,Emmet County,1210868924,33039.0
Michigan,Genesee County,1649727711,409361.0
Michigan,Gladwin County,1299620449,25289.0
Michigan,Gogebic County,2854517985,15414.0
Michigan,Grand Traverse County,1202632771,91746.0
Michigan,Gratiot County,1472098936,41067.0
Michigan,Hillsdale County,1549207127,45830.0
Michigan,Houghton County,2613558380,36360.0
Michigan,Huron County,2165345386,31543.0
Michigan,Ingham County,1440364339,289564.0
Michigan,Ionia County,1479707916,64176.0
Michigan,Iosco County,1422175727,25247.0
Michigan,Iron County,3019919279,11212.0
Michigan,Isabella County,1483282619,70775.0
Michigan,Jackson County,1817861892,158913.0
Michigan,Kalamazoo County,1455799921,261573.0
Michigan,Kalkaska County,1449729125,17463.0
Michigan,Kent County,2196437063,643140.0
Michigan,Keweenaw County,1398883257,2130.0
Michigan,Lake County,1470021792,11763.0
Michigan,Lapeer County,1669484578,88202.0
Michigan,Leelanau County,899243343,21639.0
Michigan,Lenawee County,1941541486,98474.0
Michigan,Livingston County,1463980375,188482.0
Michigan,Luce County,2328593563,6364.0
Michigan,Mackinac County,2646617352,10817.0
Michigan,Macomb County,1241247601,868704.0
Michigan,Manistee County,1404616462,24444.0
Michigan,Marquette County,4685391001,66939.0
Michigan,Mason County,1281971751,28884.0
Michigan,Mecosta County,1437746376,43264.0
Michigan,Menominee County,2704053271,23234.0
Michigan,Midland County,1337113497,83389.0
Michigan,Missaukee County,1462793644,15006.0
Michigan,Monroe County,1422800567,149699.0
Michigan,Montcalm County,1826792558,63209.0
Michigan,Montmorency County,1415881033,9261.0
Michigan,Muskegon County,1305064357,173043.0
Michigan,Newaygo County,2172732924,48142.0
Michigan,Oakland County,2246566547,1250843.0
Michigan,Oceana County,1393655084,26417.0
Michigan,Ogemaw County,1459466633,20928.0
Michigan,Ontonagon County,3395416179,5968.0
Michigan,Osceola County,1466674351,23232.0
Michigan,Oscoda County,1465088063,8277.0
Michigan,Otsego County,1333913825,24397.0
Michigan,Ottawa County,1459502408,284034.0
Michigan,Presque Isle County,1706069997,12797.0
Michigan,Roscommon County,1346526278,23877.0
Michigan,Saginaw County,2073196027,192778.0
Michigan,St. Clair County,1868189426,159566.0
Michigan,St. Joseph County,1296536370,60897.0
Michigan,Sanilac County,2493045477,41376.0
Michigan,Schoolcraft County,3035145668,8069.0
Michigan,Shiawassee County,1375178357,68493.0
Michigan,Tuscola County,2083665459,53250.0
Michigan,Van Buren County,1574182109,75272.0
Michigan,Washtenaw County,1828460768,365961.0
Michigan,Wayne County,1585054265,1761382.0
Michigan,Wexford County,1463148723,33111.0
Minnesota,Aitkin County,4718433597,15834.0
Minnesota,Anoka County,1092919450,347431.0
Minnesota,Becker County,3406054658,33773.0
Minnesota,Beltrami County,6487155243,46117.0
Minnesota,Benton County,1057483355,39779.0
Minnesota,Big Stone County,1292859684,5016.0
Minnesota,Blue Earth County,1936734380,66322.0
Minnesota,Brown County,1582706895,25211.0
Minnesota,Carlton County,2230766990,35540.0
Minnesota,Carver County,917370948,100416.0
Minnesota,Cass County,5235592037,29022.0
Minnesota,Chippewa County,1505064472,12010.0
Minnesota,Chisago County,1074597625,54727.0
Minnesota,Clay County,2707051032,62801.0
Minnesota,Clearwater County,2586701770,8812.0
Minnesota,Cook County,3761649142,5311.0
Minnesota,Cottonwood County,1657524495,11372.0
Minnesota,Crow Wing County,2585751023,63855.0
Minnesota,Dakota County,1456708511,418201.0
Minnesota,Dodge County,1137724828,20582.0
Minnesota,Douglas County,1649183865,37203.0
Minnesota,Faribault County,1845309110,13896.0
Minnesota,Fillmore County,2230746819,20888.0
Minnesota,Freeborn County,1831823843,30526.0
Minnesota,Goodhue County,1960290907,46217.0
Minnesota,Grant County,1418785987,5938.0
Minnesota,Hennepin County,1434458964,1235478.0
Minnesota,Houston County,1429786025,18663.0
Minnesota,Hubbard County,2398342769,20862.0
Minnesota,Isanti County,1128574114,38974.0
Minnesota,Itasca County,6908319602,45203.0
Minnesota,Jackson County,1820689416,10047.0
Minnesota,Kanabec County,1351000098,16004.0
Minnesota,Kandiyohi County,2065234175,42658.0
Minnesota,Kittson County,2845915561,4337.0
Minnesota,Koochiching County,8039869545,12644.0
Minnesota,Lac qui Parle County,1981394517,6773.0
Minnesota,Lake County,5462973382,10569.0
Minnesota,Lake of the Woods County,3361462402,3809.0
Minnesota,Le Sueur County,1162049817,27983.0
Minnesota,Lincoln County,1390257747,5707.0
Minnesota,Lyon County,1850315129,25839.0
Minnesota,McLeod County,1272941861,35825.0
Minnesota,Mahnomen County,1444868073,5506.0
Minnesota,Marshall County,4597384466,9392.0
Minnesota,Martin County,1844928054,19964.0
Minnesota,Meeker County,1574889102,23079.0
Minnesota,Mille Lacs County,1482415014,25728.0
Minnesota,Morrison County,2913980720,32949.0
Minnesota,Mower County,1842332264,39602.0
Minnesota,Murray County,1825063790,8353.0
Minnesota,Nicollet County,1161978443,33783.0
Minnesota,Nobles County,1852084984,21839.0
Minnesota,Norman County,2260512791,6559.0
Minnesota,Olmsted County,1692581423,153065.0
Minnesota,Otter Tail County,5107063593,57992.0
Minnesota,Pennington County,1596928760,14184.0
Minnesota,Pine County,3655220987,29129.0
Minnesota,Pipestone County,1204488112,9185.0
Minnesota,Polk County,5105054568,31591.0
Minnesota,Pope County,1734134606,10980.0
Minnesota,Ramsey County,394246995,541493.0
Minnesota,Red Lake County,1119929323,4008.0
Minnesota,Redwood County,2275493333,15331.0
Minnesota,Renville County,2545744686,14721.0
Minnesota,Rice County,1284215164,65765.0
Minnesota,Rock County,1249560755,9413.0
Minnesota,Roseau County,4329471925,15462.0
Minnesota,St. Louis County,16181664972,200080.0
Minnesota,Scott County,922683745,143372.0
Minnesota,Sherburne County,1121230376,93231.0
Minnesota,Sibley County,1525073951,14912.0
Minnesota,Stearns County,3477861781,156819.0
Minnesota,Steele County,1112775685,36676.0
Minnesota,Stevens County,1459744436,9784.0
Minnesota,Swift County,1921871297,9411.0
Minnesota,Todd County,2447446073,24440.0
Minnesota,Traverse County,1486320975,3337.0
Minnesota,Wabasha County,1354450835,21500.0
Minnesota,Wadena County,1388950411,13646.0
Minnesota,Waseca County,1096505107,18809.0
Minnesota,Washington County,995612473,253317.0
Minnesota,Watonwan County,1126526388,10973.0
Minnesota,Wilkin County,1945079891,6343.0
Minnesota,Winona County,1621638202,50847.0
Minnesota,Wright County,1712292171,132745.0
Minnesota,Yellow Medicine County,1966062958,9868.0
Mississippi,Adams County,1197464274,31547.0
Mississippi,Alcorn County,1036110423,37180.0
Mississippi,Amite County,1890950867,12468.0
Mississippi,Attala County,1903529294,18581.0
Mississippi,Benton County,1053131406,8253.0
Mississippi,Bolivar County,2270541560,32592.0
Mississippi,Calhoun County,1519218196,14571.0
Mississippi,Carroll County,1627263554,10129.0
Mississippi,Chickasaw County,1299609262,17279.0
Mississippi,Choctaw County,1083122609,8321.0
Mississippi,Claiborne County,1262400019,9120.0
Mississippi,Clarke County,1791177225,15928.0
Mississippi,Clay County,1062066008,19808.0
Mississippi,Coahoma County,1430939219,23802.0
Mississippi,Copiah County,2013158779,28721.0
Mississippi,Covington County,1071784943,19091.0
Mississippi,DeSoto County,1233660370,176132.0
Mississippi,Forrest County,1207042884,75517.0
Mississippi,Franklin County,1460658783,7757.0
Mississippi,George County,1239817242,23710.0
Mississippi,Greene County,1845978522,13714.0
Mississippi,Grenada County,1093291084,21278.0
Mississippi,Hancock County,1227560680,46653.0
Mississippi,Harrison County,1485725579,202626.0
Mississippi,Hinds County,2252697076,241774.0
Mississippi,Holmes County,1959776826,18075.0
Mississippi,Humphreys County,1083947282,8539.0
Mississippi,Issaquena County,1069782903,1328.0
Mississippi,Itawamba County,1379933023,23480.0
Mississippi,Jackson County,1872035474,142014.0
Mississippi,Jasper County,1751451435,16529.0
Mississippi,Jefferson County,1346620559,7346.0
Mississippi,Jefferson Davis County,1057871312,11495.0
Mississippi,Jones County,1799554021,68454.0
Mississippi,Kemper County,1984403109,10107.0
Mississippi,Lafayette County,1636080577,53459.0
Mississippi,Lamar County,1286381287,61223.0
Mississippi,Lauderdale County,1822458570,77323.0
Mississippi,Lawrence County,1115449622,12630.0
Mississippi,Leake County,1509697183,22870.0
Mississippi,Lee County,1165367704,84915.0
Mississippi,Leflore County,1538645695,29804.0
Mississippi,Lincoln County,1518074192,34432.0
Mississippi,Lowndes County,1309092512,59437.0
Mississippi,Madison County,1850581711,103498.0
Mississippi,Marion County,1404769594,25202.0
Mississippi,Marshall County,1829011194,35787.0
Mississippi,Monroe County,1981570180,35840.0
Mississippi,Montgomery County,1054074714,10198.0
Mississippi,Neshoba County,1476641122,29376.0
Mississippi,Newton County,1496636749,21524.0
Mississippi,Noxubee County,1800451918,10828.0
Mississippi,Oktibbeha County,1186831624,49481.0
Mississippi,Panola County,1774595247,34243.0
Mississippi,Pearl River County,2101301898,55149.0
Mississippi,Perry County,1676259644,12028.0
Mississippi,Pike County,1059350500,39737.0
Mississippi,Pontotoc County,1289201714,31315.0
Mississippi,Prentiss County,1074807464,25360.0
Mississippi,Quitman County,1048975541,7372.0
Mississippi,Rankin County,2008615552,151240.0
Mississippi,Scott County,1577902071,28415.0
Mississippi,Sharkey County,1118149687,4511.0
Mississippi,Simpson County,1525930825,27073.0
Mississippi,Smith County,1647926083,16063.0
Mississippi,Stone County,1153800123,18375.0
Mississippi,Sunflower County,1807187010,26532.0
Mississippi,Tallahatchie County,1671109435,14361.0
Mississippi,Tate County,1048332506,28493.0
Mississippi,Tippah County,1185754605,21990.0
Mississippi,Tishomingo County,1098938845,19478.0
Mississippi,Tunica County,1177611242,10170.0
Mississippi,Union County,1076417882,28356.0
Mississippi,Walthall County,1046169273,14601.0
Mississippi,Warren County,1524252126,47075.0
Mississippi,Washington County,1877059426,47086.0
Mississippi,Wayne County,2099745573,20422.0
Mississippi,Webster County,1090210766,9828.0
Mississippi,Wilkinson County,1756287147,8990.0
Mississippi,Winston County,1572773190,18358.0
Mississippi,Yalobusha County,1209914664,12421.0
Mississippi,Yazoo County,2388847492,27974.0
Missouri,Adair County,1469362056,25325.0
Missouri,Andrew County,1120510502,17403.0
Missouri,Atchison County,1417462632,5270.0
Missouri,Audrain County,1792888796,25735.0
Missouri,Barry County,2015668636,35493.0
Missouri,Barton County,1533351030,11850.0
Missouri,Bates County,2167029200,16374.0
Missouri,Benton County,1823460488,18989.0
Missouri,Bollinger County,1600363403,12281.0
Missouri,Boone County,1775561240,176515.0
Missouri,Buchanan County,1057347770,89076.0
Missouri,Butler County,1799186752,42733.0
Missouri,Caldwell County,1104350538,9049.0
Missouri,Callaway County,2161515126,44840.0
Missouri,Camden County,1699106463,45096.0
Missouri,Cape Girardeau County,1498398269,78324.0
Missouri,Carroll County,1799061893,8843.0
Missouri,Carter County,1314052416,6197.0
Missouri,Cass County,1804223330,102678.0
Missouri,Cedar County,1228905201,13938.0
Missouri,Chariton County,1945541998,7546.0
Missouri,Christian County,1457242845,84275.0
Missouri,Clark County,1306924729,6800.0
Missouri,Clay County,1029948190,239164.0
Missouri,Clinton County,1085094840,20475.0
Missouri,Cole County,1014006926,76740.0
Missouri,Cooper County,1462703858,17622.0
Missouri,Crawford County,1923005924,24280.0
Missouri,Dade County,1269121009,7590.0
Missouri,Dallas County,1401057565,16499.0
Missouri,Daviess County,1458906359,8302.0
Missouri,DeKalb County,1091311297,12564.0
Missouri,Dent County,1949641179,15504.0
Missouri,Douglas County,2107274068,13374.0
Missouri,Dunklin County,1401444949,30428.0
Missouri,Franklin County,2389887656,102781.0
Missouri,Gasconade County,1344216314,14746.0
Missouri,Gentry County,1272776755,6665.0
Missouri,Greene County,1749081115,288429.0
Missouri,Grundy County,1127401335,10039.0
Missouri,Harrison County,1871309892,8554.0
Missouri,Henry County,1805075851,21765.0
Missouri,Hickory County,1032907420,9368.0
Missouri,Holt County,1198369595,4456.0
Missouri,Howard County,1201210650,10113.0
Missouri,Howell County,2401562310,40102.0
Missouri,Iron County,1425178292,10221.0
Missouri,Jackson County,1565689830,692003.0
Missouri,Jasper County,1653724865,119238.0
Missouri,Jefferson County,1700345322,223302.0
Missouri,Johnson County,2147770686,53689.0
Missouri,Knox County,1305376626,3951.0
Missouri,Laclede County,1980565858,35507.0
Missouri,Lafayette County,1627633788,32589.0
Missouri,Lawrence County,1584393360,38133.0
Missouri,Lewis County,1308052630,10027.0
Missouri,Lincoln County,1622787226,55563.0
Missouri,Linn County,1594365083,12186.0
Missouri,Livingston County,1378644691,15076.0
Missouri,McDonald County,1397247174,22827.0
Missouri,Macon County,2075118028,15254.0
Missouri,Madison County,1280458091,12205.0
Missouri,Maries County,1364867199,8884.0
Missouri,Marion County,1131623331,28672.0
Missouri,Mercer County,1175427728,3664.0
Missouri,Miller County,1534831729,25049.0
Missouri,Mississippi County,1065995424,13748.0
Missouri,Moniteau County,1074917555,15958.0
Missouri,Monroe County,1677418978,8654.0
Missouri,Montgomery County,1385765330,11545.0
Missouri,Morgan County,1547854701,20137.0
Missouri,New Madrid County,1747868662,17811.0
Missouri,Newton County,1618104248,58202.0
Missouri,Nodaway County,2271326619,22547.0
Missouri,Oregon County,2045563492,10699.0
Missouri,Osage County,1571034362,13619.0
Missouri,Ozark County,1929467325,9236.0
Missouri,Pemiscot County,1275869306,17031.0
Missouri,Perry County,1228574133,19146.0
Missouri,Pettis County,1766953615,42371.0
Missouri,Phelps County,1739898532,44789.0
Missouri,Pike County,1736428535,18489.0
Missouri,Platte County,1087240593,98824.0
Missouri,Polk County,1646006162,31549.0
Missouri,Pulaski County,1417012539,52591.0
Missouri,Putnam County,1339843851,4815.0
Missouri,Ralls County,1216727522,10217.0
Missouri,Randolph County,1250217892,24945.0
Missouri,Ray County,1473209190,22825.0
Missouri,Reynolds County,2093946391,6315.0
Missouri,Ripley County,1630498737,13693.0
Missouri,St. Charles County,1451634961,389985.0
Missouri,St. Clair County,1748193274,9383.0
Missouri,Ste. Genevieve County,1292800497,17871.0
Missouri,St. Francois County,1170346887,66342.0
Missouri,St. Louis County,1314228662,998684.0
Missouri,Saline County,1956717078,23102.0
Missouri,Schuyler County,795916404,4502.0
Missouri,Scotland County,1130548364,4898.0
Missouri,Scott County,1087772861,38729.0
Missouri,Shannon County,2599884454,8246.0
Missouri,Shelby County,1297230222,6061.0
Missouri,Stoddard County,2132122569,29512.0
Missouri,Stone County,1201828866,31527.0
Missouri,Sullivan County,1678265048,6317.0
Missouri,Taney County,1637791188,54720.0
Missouri,Texas County,3049103790,25671.0
Missouri,Vernon County,2140343870,20691.0
Missouri,Warren County,1110085394,33908.0
Missouri,Washington County,1968043965,24931.0
Missouri,Wayne County,1966277689,13308.0
Missouri,Webster County,1534730255,38082.0
Missouri,Worth County,690564988,2040.0
Missouri,Wright County,1765780149,18293.0
Missouri,St. Louis city,159915148,311273.0
Montana,Beaverhead County,14355492103,9393.0
Montana,Big Horn County,12944269184,13376.0
Montana,Blaine County,10948196443,6727.0
Montana,Broadwater County,3088195835,5834.0
Montana,Carbon County,5303530751,10546.0
Montana,Carter County,8651796231,1318.0
Montana,Cascade County,6988237762,81746.0
Montana,Chouteau County,10288824959,5789.0
Montana,Custer County,9798723680,11845.0
Montana,Daniels County,3693365371,1753.0
Montana,Dawson County,6143238450,9191.0
Montana,Deer Lodge County,1907999322,9100.0
Montana,Fallon County,4197204997,2838.0
Montana,Fergus County,11238811038,11273.0
Montana,Flathead County,13175685558,98082.0
Montana,Gallatin County,6746957846,104729.0
Montana,Garfield County,12112233260,1141.0
Montana,Glacier County,7756874926,13699.0
Montana,Golden Valley County,3041740575,724.0
Montana,Granite County,4473328973,3269.0
Montana,Hill County,7508815833,16439.0
Montana,Jefferson County,4291254198,11778.0
Montana,Judith Basin County,4842466679,1951.0
Montana,Lake County,3860290985,29774.0
Montana,Lewis and Clark County,8957164709,67077.0
Montana,Liberty County,3703639186,2280.0
Montana,Lincoln County,9356364730,19358.0
Montana,McCone County,6843332007,1630.0
Montana,Madison County,9293284845,8218.0
Montana,Meagher County,6194909929,1968.0
Montana,Mineral County,3158799744,4211.0
Montana,Missoula County,6715862288,115983.0
Montana,Musselshell County,4840577748,4807.0
Montana,Park County,7258365042,16246.0
Montana,Petroleum County,4288047865,432.0
Montana,Phillips County,13313777229,4124.0
Montana,Pondera County,4207608381,6044.0
Montana,Powder River County,8542288891,1619.0
Montana,Powell County,6024421096,6861.0
Montana,Prairie County,4497780200,1342.0
Montana,Ravalli County,6192654381,41902.0
Montana,Richland County,5398431221,11360.0
Montana,Roosevelt County,6097641904,11228.0
Montana,Rosebud County,12971010170,9250.0
Montana,Sanders County,7149405165,11521.0
Montana,Sheridan County,4340311869,3574.0
Montana,Silver Bow County,1859568273,34814.0
Montana,Stillwater County,4653551003,9410.0
Montana,Sweet Grass County,4805735232,3653.0
Montana,Teton County,5883425283,6080.0
Montana,Toole County,4959868818,4976.0
Montana,Treasure County,2532492067,777.0
Montana,Valley County,12758539637,7532.0
Montana,Wheatland County,3684208403,2149.0
Montana,Wibaux County,2301488710,1175.0
Montana,Yellowstone County,6820647780,157816.0
Nebraska,Adams County,1458869102,31583.0
Nebraska,Antelope County,2220231685,6372.0
Nebraska,Arthur County,1852759729,418.0
Nebraska,Banner County,1932676689,696.0
Nebraska,Blaine County,1840673980,480.0
Nebraska,Boone County,1778166040,5313.0
Nebraska,Box Butte County,2784994716,11089.0
Nebraska,Boyd County,1398424239,2042.0
Nebraska,Brown County,3163296262,2988.0
Nebraska,Buffalo County,2507679138,49030.0
Nebraska,Burt County,1273201345,6528.0
Nebraska,Butler County,1514886625,8067.0
Nebraska,Cass County,1443537069,25702.0
Nebraska,Cedar County,1917219989,8523.0
Nebraska,Chase County,2316533447,3734.0
Nebraska,Cherry County,15436868252,5790.0
Nebraska,Cheyenne County,3098367764,9852.0
Nebraska,Clay County,1482222908,6232.0
Nebraska,Colfax County,1066160351,10760.0
Nebraska,Cuming County,1477652222,8991.0
Nebraska,Custer County,6670757262,10830.0
Nebraska,Dakota County,684422627,20317.0
Nebraska,Dawes County,3616875588,8896.0
Nebraska,Dawson County,2623887234,23804.0
Nebraska,Deuel County,1139208972,1894.0
Nebraska,Dixon County,1233120001,5746.0
Nebraska,Dodge County,1370269386,36683.0
Nebraska,Douglas County,845399826,554992.0
Nebraska,Dundy County,2381956151,2023.0
Nebraska,Fillmore County,1490202784,5574.0
Nebraska,Franklin County,1491355860,3006.0
Nebraska,Frontier County,2524283235,2609.0
Nebraska,Furnas County,1862542302,4786.0
Nebraska,Gage County,2205275200,21595.0
Nebraska,Garden County,4417083921,1860.0
Nebraska,Garfield County,1474558349,1975.0
Nebraska,Gosper County,1186616237,2015.0
Nebraska,Grant County,2012081438,718.0
Nebraska,Greeley County,1475804204,2410.0
Nebraska,Hall County,1415146240,61343.0
Nebraska,Hamilton County,1403509085,9178.0
Nebraska,Harlan County,1433471291,3438.0
Nebraska,Hayes County,1846821514,943.0
Nebraska,Hitchcock County,1838742723,2843.0
Nebraska,Holt County,6248078944,10245.0
Nebraska,Hooker County,1867796137,691.0
Nebraska,Howard County,1474578450,6405.0
Nebraska,Jefferson County,1476736212,7188.0
Nebraska,Johnson County,974023330,5197.0
Nebraska,Kearney County,1337063541,6552.0
Nebraska,Keith County,2749531885,8099.0
Nebraska,Keya Paha County,2002257566,792.0
Nebraska,Kimball County,2465269087,3667.0
Nebraska,Knox County,2870856403,8460.0
Nebraska,Lancaster County,2169287528,310094.0
Nebraska,Lincoln County,6641072810,35433.0
Nebraska,Logan County,1478003937,886.0
Nebraska,Loup County,1459513671,585.0
Nebraska,McPherson County,2224733580,454.0
Nebraska,Madison County,1483084605,35164.0
Nebraska,Merrick County,1258350334,7803.0
Nebraska,Morrill County,3687721339,4841.0
Nebraska,Nance County,1143826229,3554.0
Nebraska,Nemaha County,1055100620,7004.0
Nebraska,Nuckolls County,1489645187,4275.0
Nebraska,Otoe County,1594561657,15896.0
Nebraska,Pawnee County,1116478182,2676.0
Nebraska,Perkins County,2287828025,2907.0
Nebraska,Phelps County,1398048574,9120.0
Nebraska,Pierce County,1484707278,7157.0
Nebraska,Platte County,1745910544,33063.0
Nebraska,Polk County,1135309851,5255.0
Nebraska,Red Willow County,1857036462,10806.0
Nebraska,Richardson County,1429261306,8009.0
Nebraska,Rock County,2611466192,1350.0
Nebraska,Saline County,1486812299,14288.0
Nebraska,Sarpy County,616811568,178351.0
Nebraska,Saunders County,1943236717,21024.0
Nebraska,Scotts Bluff County,1915079306,36255.0
Nebraska,Seward County,1479995670,17127.0
Nebraska,Sheridan County,6322057033,5234.0
Nebraska,Sherman County,1465489231,3042.0
Nebraska,Sioux County,5352724893,1266.0
Nebraska,Stanton County,1107500701,5992.0
Nebraska,Thayer County,1486153243,5098.0
Nebraska,Thomas County,1846403705,645.0
Nebraska,Thurston County,1019377261,7140.0
Nebraska,Valley County,1471402793,4224.0
Nebraska,Washington County,1009985080,20219.0
Nebraska,Wayne County,1147147015,9367.0
Nebraska,Webster County,1489017963,3571.0
Nebraska,Wheeler County,1489717865,822.0
Nebraska,York County,1482793604,13799.0
Nevada,Churchill County,12770128155,24010.0
Nevada,Clark County,20439281456,2141574.0
Nevada,Douglas County,1838170321,47828.0
Nevada,Elko County,44468026648,52252.0
Nevada,Esmeralda County,9277050043,981.0
Nevada,Eureka County,10814958255,1830.0
Nevada,Humboldt County,24969533292,16904.0
Nevada,Lander County,14219341092,5746.0
Nevada,Lincoln County,27540342238,5174.0
Nevada,Lyon County,5183173264,53155.0
Nevada,Mineral County,9719815194,4448.0
Nevada,Nye County,47090938910,43705.0
Nevada,Pershing County,15634691950,6611.0
Nevada,Storey County,683680817,3941.0
Nevada,Washoe County,16320597789,450486.0
Nevada,White Pine County,22985104184,9737.0
Nevada,Carson City,374672862,54467.0
New Hampshire,Belknap County,1040771458,60640.0
New Hampshire,Carroll County,2413511276,47840.0
New Hampshire,Cheshire County,1830367249,76263.0
New Hampshire,Coos County,4647907788,32038.0
New Hampshire,Grafton County,4425249656,89811.0
New Hampshire,Hillsborough County,2270232096,411087.0
New Hampshire,Merrimack County,2416139337,149452.0
New Hampshire,Rockingham County,1801042594,305129.0
New Hampshire,Strafford County,951960024,128237.0
New Hampshire,Sullivan County,1392231688,43125.0
New Jersey,Atlantic County,1438772543,268539.0
New Jersey,Bergen County,602910975,929999.0
New Jersey,Burlington County,2070244951,446367.0
New Jersey,Camden County,573295201,507367.0
New Jersey,Cape May County,651402591,93705.0
New Jersey,Cumberland County,1251898433,153400.0
New Jersey,Essex County,326557460,793555.0
New Jersey,Gloucester County,833904538,290852.0
New Jersey,Hudson County,119632168,668631.0
New Jersey,Hunterdon County,1108065331,125051.0
New Jersey,Mercer County,581281416,368762.0
New Jersey,Middlesex County,800871212,826698.0
New Jersey,Monmouth County,1212563775,623387.0
New Jersey,Morris County,1192855212,494383.0
New Jersey,Ocean County,1627449879,591939.0
New Jersey,Passaic County,481767290,504041.0
New Jersey,Salem County,859473753,63336.0
New Jersey,Somerset County,781816438,330176.0
New Jersey,Sussex County,1343479727,142298.0
New Jersey,Union County,266160325,553066.0
New Jersey,Warren County,923422762,106293.0
New Mexico,Bernalillo County,3007639331,677692.0
New Mexico,Catron County,17933557078,3539.0
New Mexico,Chaves County,15713867248,65459.0
New Mexico,Cibola County,11758505178,26978.0
New Mexico,Colfax County,9733110158,12353.0
New Mexico,Curry County,3640098081,50199.0
New Mexico,De Baca County,6016819484,2060.0
New Mexico,Doña Ana County,9863129095,215338.0
New Mexico,Eddy County,10816898665,57437.0
New Mexico,Grant County,10259428091,28061.0
New Mexico,Guadalupe County,7847072131,4382.0
New Mexico,Harding County,5504963126,459.0
New Mexico,Hidalgo County,8905639714,4371.0
New Mexico,Lea County,11373850144,70126.0
New Mexico,Lincoln County,12512530061,19482.0
New Mexico,Los Alamos County,282827023,18356.0
New Mexico,Luna County,7679944776,24264.0
New Mexico,McKinley County,14117193197,72849.0
New Mexico,Mora County,4988962798,4563.0
New Mexico,Otero County,17126456771,65745.0
New Mexico,Quay County,7443334354,8373.0
New Mexico,Rio Arriba County,15179587763,39307.0
New Mexico,Roosevelt County,6335242830,19117.0
New Mexico,Sandoval County,9609141803,140769.0
New Mexico,San Juan County,14289489115,127455.0
